#,"",Player,Overall Score,Potential Score,Height,Weight,Age,Preferred Foot,Ball Skills,Defence,Mental,Passing,Physical,Shooting,Goalkeeping
7125,7124,Halid Šabanović,67,74,182,75,23,Right,63.0,71.5,56.500000,51.333333,64.857143,40.500,9.4
7126,7125,Denis Huseinbašić,67,78,184,76,21,Right,64.0,58.5,66.833333,60.666667,70.000000,49.125,10.6
7127,7126,Dimitrios Stavropoulos,67,71,191,87,25,Right,45.5,64.0,54.833333,51.666667,57.000000,39.500,7.8
7128,7127,Jewison Bennette,67,78,175,70,18,Left,69.0,26.0,48.500000,61.000000,68.571429,48.750,10.6
7129,7128,Wilson Odobert,67,81,182,75,18,Right,72.5,26.5,49.833333,57.000000,57.857143,53.875,9.0
7130,7129,Valentin Ticu,67,77,181,76,22,Left,59.0,63.0,61.833333,66.000000,72.285714,55.375,9.0
7131,7130,Filip Stanković,67,78,187,72,21,Right,10.5,11.0,24.666667,17.000000,31.428571,15.000,66.6
7132,7131,Ilyes Chetti,67,67,176,70,28,Left,61.5,73.0,57.666667,51.666667,63.000000,42.000,8.6
7133,7132,Duk,67,75,182,75,23,Right,64.5,22.0,52.166667,46.666667,77.142857,63.250,8.0
7134,7133,Siyethemba Sithebe,67,67,170,62,30,Right,68.5,55.5,63.666667,67.666667,69.857143,60.000,10.2
7135,7134,Myron van Brederode,67,82,174,60,19,Right,77.0,21.5,54.000000,57.000000,68.000000,49.500,10.6
7136,7135,Adel Bettaieb,67,70,184,78,26,Right,67.5,19.5,43.333333,41.000000,66.428571,61.625,11.6
7137,7136,Alejo Veliz,67,80,187,77,19,Right,65.0,22.0,46.833333,52.333333,68.857143,63.000,7.4
7138,7137,Nicola Rauti,67,76,180,79,22,Right,65.5,17.5,53.000000,49.000000,64.142857,59.500,10.4
7139,7138,Rui Mendes,67,73,179,72,23,Right,67.5,29.0,49.000000,59.000000,67.714286,58.000,10.2
7140,7139,Diego Moreira,67,85,179,73,18,Left,73.5,32.0,56.000000,55.333333,73.714286,54.500,9.4
7141,7140,Matías Alfonso,67,73,171,68,23,Left,61.5,68.5,63.166667,58.666667,65.857143,54.625,9.6
7142,7141,Enrique Camargo,67,80,180,74,21,Right,66.5,64.0,61.000000,66.000000,62.857143,59.375,11.8
7143,7142,Butzke,67,73,193,85,23,Right,67.0,16.5,47.833333,44.000000,61.571429,57.625,10.0
7144,7143,Dango Ouattara,67,77,177,71,21,Left,71.5,21.5,48.000000,49.000000,65.428571,61.500,10.4
7145,7144,Lóránd Pászka,67,68,176,71,26,Left,62.5,61.0,63.000000,59.333333,68.142857,41.500,11.0
7146,7145,Ahmetcan Kaplan,67,79,190,85,20,Left,46.0,69.5,51.833333,44.666667,61.714286,37.125,12.2
7147,7146,Adam Obert,67,77,188,75,20,Left,61.5,68.0,47.500000,57.666667,62.571429,40.125,10.0
7148,7147,Rodrigo Saravia,67,75,173,72,22,Right,55.5,67.0,63.500000,60.333333,65.571429,49.125,11.6
7149,7148,Ureña,67,78,180,75,19,Right,70.5,32.0,50.166667,63.666667,64.571429,56.500,10.8
7150,7149,Fortune Bassey,67,73,186,77,24,Right,64.0,16.0,56.833333,59.666667,72.571429,63.250,9.2
7151,7150,Layan Loor,67,76,170,65,21,Left,67.0,62.0,60.833333,65.666667,69.428571,53.625,9.8
7152,7151,Pubill,67,78,190,82,19,Right,64.0,62.5,59.333333,62.333333,70.428571,52.000,10.0
7153,7152,Tomás Araújo,67,83,186,83,20,Right,50.5,70.5,52.833333,39.333333,65.285714,35.625,10.4
7154,7153,Conor Bradley,67,82,181,71,19,Right,65.0,61.0,61.000000,60.333333,68.571429,42.500,9.8
7155,7154,Abdul Fatawu Issahaku,67,86,177,73,18,Left,69.5,36.0,54.833333,62.333333,71.571429,65.250,7.8
7156,7155,Matías Galarza,67,78,180,72,21,Right,70.0,63.5,68.000000,65.666667,68.000000,56.375,11.0
7157,7156,Fresneda,67,83,179,70,18,Right,72.5,63.5,57.833333,59.000000,70.714286,41.375,9.6
7158,7157,Ilias,67,83,175,70,18,Left,70.5,26.0,49.666667,62.000000,61.714286,54.875,9.0
7159,7158,Vahan Bichakhchyan,67,72,172,68,23,Left,66.5,55.5,59.333333,63.666667,68.000000,67.125,10.4
7160,7159,Louis Mafouta,67,67,181,70,28,Right,63.0,25.0,52.666667,46.666667,72.142857,62.750,9.2
7161,7160,Elias Jelert,67,78,178,70,19,Right,66.5,63.0,61.333333,59.000000,75.000000,50.875,9.6
7162,7161,Cristian Volpato,67,85,187,78,19,Left,71.0,39.0,57.000000,62.333333,60.428571,58.750,9.6
7163,7162,Muhammed Gümüşkaya,67,77,177,66,22,Left,68.5,53.5,59.833333,66.666667,68.285714,63.375,10.0
7164,7163,Mathys Tel,67,86,183,77,17,Right,71.5,28.5,51.666667,58.000000,68.428571,62.625,10.8
7165,7164,Daniel Polanco,67,75,177,75,24,Right,40.5,67.5,51.666667,50.000000,61.714286,30.875,9.2
7166,7165,Tiago Araújo,67,76,184,79,21,Left,69.0,53.5,58.666667,61.666667,72.000000,59.500,8.2
7167,7166,Zeca,67,70,190,84,25,Right,62.5,19.0,51.333333,42.666667,67.714286,63.375,8.8
7168,7167,Mattia Maita,67,67,182,78,28,Right,70.5,50.5,62.833333,64.333333,65.285714,53.625,8.6
7169,7168,Gonçalo Borges,67,82,184,77,21,Right,69.0,29.5,51.000000,60.000000,66.142857,49.125,10.4
7170,7169,Kervin Arriaga,67,71,191,82,25,Right,61.0,62.0,61.166667,61.333333,67.428571,42.875,10.2
7171,7170,James Trafford,67,78,192,90,20,Right,11.0,13.0,29.833333,35.000000,30.285714,16.000,66.0
7172,7171,Onur Ergün,67,67,185,77,30,Right,63.0,63.5,66.000000,63.333333,65.142857,63.875,7.8
7173,7172,Kouame Autonne,67,76,186,85,22,Left,45.0,64.5,53.500000,51.666667,69.571429,36.000,11.0
7174,7173,Park Seung Wook,67,69,184,78,25,Right,58.5,64.5,59.666667,62.000000,70.571429,41.500,9.8
7175,7174,Roberto,67,78,186,75,21,Right,70.5,34.0,56.166667,58.666667,64.857143,59.750,11.4
7176,7175,Daniel Paraschiv,67,76,178,76,23,Right,63.5,14.0,52.833333,54.333333,71.000000,60.375,9.4
7177,7176,Serginho,67,67,180,76,27,Right,71.0,36.0,53.666667,63.333333,63.714286,62.375,8.0
7178,7177,Sivert Heggheim Mannsverk,67,80,185,77,20,Right,67.0,62.0,63.666667,64.333333,69.285714,55.750,8.8
7179,7178,Jason Ceka,67,72,169,63,23,Left,73.0,26.5,53.166667,60.333333,68.571429,57.250,10.0
7180,7179,Romeo Lavia,67,86,181,75,19,Right,69.5,68.5,60.000000,59.000000,64.857143,48.250,8.6
7181,7180,Kevin,67,77,173,69,22,Right,70.0,32.0,53.500000,63.666667,68.714286,50.500,9.8
7182,7181,Barış Alper Yılmaz,67,75,186,72,22,Right,68.0,33.5,51.500000,59.666667,77.142857,59.625,10.8
7183,7182,Ismaël Koné,67,80,188,76,20,Right,70.5,56.5,63.333333,59.000000,67.285714,52.875,9.8
7184,7183,Pedro Malheiro,67,75,179,69,22,Right,69.5,64.5,54.500000,55.333333,65.428571,53.000,11.4
7185,7184,Jannis Heuer,67,75,189,87,23,Right,54.0,67.0,57.833333,58.000000,58.285714,37.500,10.4
7186,7185,Monnapule Saleng,67,73,177,58,24,Left,73.5,42.0,52.000000,54.333333,71.142857,59.000,10.2
7187,7186,Stanko Jurić,67,71,189,83,26,Right,64.5,65.0,61.500000,58.000000,68.571429,51.875,10.2
7188,7187,Jeremy Sarmiento,67,81,178,73,20,Right,67.5,31.0,51.000000,61.000000,65.285714,57.250,12.0
7189,7188,Tomás Händel,67,80,180,73,22,Left,71.0,63.0,62.333333,64.000000,67.857143,55.250,10.4
7190,7189,Ameen Al-Dakhil,67,77,187,70,21,Right,53.5,67.0,54.166667,50.333333,65.857143,31.625,10.0
7191,7190,Mamadou Diarra,67,70,184,70,25,Right,50.0,68.0,53.833333,54.000000,58.285714,38.500,9.2
7192,7191,Jonathan Dubasin,67,76,180,75,23,Right,69.5,34.5,48.333333,60.333333,60.285714,63.500,8.8
7193,7192,Elias Achouri,67,73,177,70,24,Right,68.5,27.5,48.833333,59.666667,65.714286,55.125,11.8
7194,7193,Turgay Gemicibaşi,67,69,180,70,26,Left,65.0,64.5,66.666667,58.666667,66.571429,58.625,9.4
7195,7194,Victor Bobsin,67,78,185,73,23,Right,63.5,63.5,64.833333,63.666667,63.000000,49.000,8.8
7196,7195,Paulo Bernardo,67,81,180,75,21,Right,72.5,53.0,66.333333,63.333333,67.000000,59.500,8.0
7197,7196,Jackson Tchatchoua,67,77,186,76,21,Right,64.5,55.0,60.833333,59.000000,80.857143,52.750,9.8
7198,7197,Karlo Sentić,67,80,193,82,21,Right,19.0,14.5,35.833333,16.666667,43.285714,18.250,65.8
7199,7198,Riccardo Capellini,67,75,186,74,23,Right,50.5,66.5,55.666667,50.666667,61.142857,40.250,11.6
7200,7199,Evidence Makgopa,67,78,188,76,22,Right,63.5,28.5,51.000000,46.000000,69.714286,60.625,9.8
7201,7200,Julián Malatini,67,74,190,79,21,Right,67.5,64.0,59.166667,62.000000,66.714286,37.125,12.8
7202,7201,Lukas Petkov,67,77,183,77,22,Right,68.5,58.5,59.833333,65.000000,68.428571,59.500,9.4
7203,7202,Ulrich Meleke,67,75,181,76,23,Right,60.0,65.0,61.000000,48.666667,77.428571,30.500,9.6
7204,7203,Louis Patris,67,76,185,77,21,Right,57.0,67.0,61.000000,59.666667,70.857143,51.250,9.6
7205,7204,Bart van Rooij,67,72,174,72,21,Right,64.5,64.5,56.666667,59.666667,69.714286,37.125,10.8
7206,7205,Kristoffer Lund Hansen,67,77,184,80,20,Left,61.5,58.5,58.000000,60.000000,71.142857,34.750,12.2
7207,7206,Daniel Eduardo Juárez,67,76,174,64,21,Right,69.5,24.0,53.166667,57.666667,73.857143,58.000,10.6
7208,7207,Olasagasti,67,76,176,74,22,Left,59.0,64.5,65.000000,64.666667,66.000000,58.750,12.2
7209,7208,Rubén Alves,67,69,184,77,28,Left,58.0,67.5,55.333333,51.333333,67.714286,46.000,8.0
7210,7209,Wilson Quiñónez,67,67,187,86,34,Right,15.5,12.5,29.500000,19.333333,35.571429,16.000,66.0
7211,7210,Stephen Quemper,67,67,178,75,29,Left,64.5,62.5,60.500000,63.000000,74.857143,38.625,10.8
7212,7211,Mathias Fixelles,67,72,181,78,26,Right,65.0,62.0,66.833333,66.666667,65.857143,62.375,10.0
7213,7212,Philippe Rommens,67,70,175,69,25,Right,65.0,48.5,61.833333,73.000000,65.857143,58.500,9.6
7214,7213,Gustavo Sangaré,67,72,180,76,26,Right,59.5,71.0,58.166667,54.333333,61.428571,37.750,9.6
7215,7214,Luca Kerber,67,76,181,77,20,Right,69.5,63.0,63.666667,62.666667,70.571429,48.750,11.0
7216,7215,Gastón Benavídez,67,67,175,71,27,Right,58.5,68.5,55.000000,60.666667,62.000000,37.625,10.8
7217,7216,Jérémy Blasco,67,73,185,79,24,Right,55.0,69.0,55.166667,64.333333,66.285714,42.250,8.8
7218,7217,Mohamed Aidara,67,71,186,80,26,Right,35.0,68.0,51.000000,36.000000,58.000000,38.750,10.2
7219,7218,Amir Richardson,67,78,195,79,21,Left,66.5,60.0,65.500000,60.333333,65.714286,48.875,10.0
7220,7219,Bogdan Racovițan,67,75,185,80,22,Right,42.5,66.5,48.166667,41.000000,71.285714,35.125,11.6
7221,7220,Nicolae Păun,67,75,181,75,24,Right,60.0,63.5,66.333333,62.333333,65.571429,39.750,10.8
7222,7221,Agustín Mulet,67,74,183,74,23,Right,69.5,68.5,59.166667,67.666667,74.285714,51.500,10.0
7223,7222,Bruno Sepúlveda,67,67,187,82,30,Right,62.0,25.0,54.666667,48.666667,62.714286,61.375,9.8
7224,7223,Espen Bjørnsen Garnås,67,69,190,84,28,Right,45.5,63.5,52.500000,48.333333,56.428571,36.875,9.4
7225,7224,Denis Kolinger,67,68,199,92,29,Right,44.0,62.5,52.333333,46.000000,58.285714,38.500,10.8
7226,7225,Mehmet Can Aydin,67,80,179,76,21,Right,72.0,62.5,62.833333,62.666667,69.285714,55.375,11.2
7227,7226,Miki Muñoz,67,68,180,81,27,Right,65.5,67.5,66.166667,67.333333,64.571429,54.750,8.4
7228,7227,Rodrigo Cabral,67,78,170,64,22,Right,72.5,40.5,49.000000,56.666667,69.000000,55.250,8.8
7229,7228,Dário Essugo,67,82,178,79,17,Right,66.5,62.5,64.833333,59.000000,68.857143,50.500,7.6
7230,7229,Karrikaburu,67,82,183,82,20,Right,66.5,26.0,50.833333,49.000000,64.714286,58.250,11.6
7231,7230,Theo Corbeanu,67,79,188,77,20,Left,68.5,47.0,54.333333,59.000000,70.857143,57.000,7.8
7232,7231,Daan Rots,67,75,178,67,21,Left,68.5,30.5,53.500000,58.000000,72.000000,57.125,11.2
7233,7232,Robert Ivanov,67,69,197,85,28,Right,50.0,66.5,58.000000,56.000000,58.428571,37.250,10.4
7234,7233,Ibrahima Kébé,67,75,185,80,22,Right,65.5,66.5,66.500000,60.333333,66.428571,49.500,10.2
7235,7234,Joseph Boyamba,67,68,172,66,26,Left,68.5,24.0,53.666667,57.333333,74.857143,56.500,11.0
7236,7235,Oleksandr Filippov,67,67,183,75,30,Right,67.5,17.0,53.166667,49.333333,64.857143,66.250,7.4
7237,7236,Mario Stroeykens,67,84,177,79,18,Right,71.0,33.0,53.666667,63.000000,71.142857,59.500,9.4
7238,7237,Arnau Tenas,67,81,185,85,21,Right,20.5,14.0,27.500000,19.000000,44.714286,15.625,66.4
7239,7238,Francisco González,67,81,170,70,21,Left,71.5,24.0,47.333333,64.333333,65.571429,58.000,7.6
7240,7239,José Fontán,67,76,185,76,23,Left,65.0,72.0,57.000000,62.333333,59.571429,43.000,11.6
7241,7240,Kwadwo Opoku,67,76,165,70,21,Left,68.5,37.0,50.833333,47.000000,77.714286,55.375,11.2
7242,7241,Yerson Chacón,67,79,166,57,19,Right,67.0,27.5,47.833333,63.000000,65.142857,56.750,9.0
7243,7242,Manuel Monzeglio,67,75,181,70,21,Right,70.5,23.0,47.166667,63.333333,61.142857,55.625,9.0
7244,7243,Kevin Varga,67,68,178,72,26,Right,64.0,35.5,57.000000,63.000000,67.142857,58.000,10.8
7245,7244,Gabri Veiga,67,82,184,77,20,Right,71.5,47.0,55.500000,64.333333,67.285714,58.625,11.0
7246,7245,Nuno Lima,67,79,184,76,21,Right,39.0,70.0,52.166667,44.000000,64.142857,36.500,11.8
7247,7246,Carlo Boukhalfa,67,75,186,79,23,Left,68.0,61.5,63.833333,63.000000,69.285714,51.250,11.4
7248,7247,Alex Millán,67,74,182,74,23,Right,65.0,31.0,49.666667,50.666667,66.285714,60.750,10.2
7249,7248,Matías Lacava,67,77,167,62,20,Left,67.5,26.5,50.000000,62.666667,64.142857,50.500,10.8
7250,7249,Matthias Braunöder,67,80,174,67,20,Right,69.0,59.5,67.000000,66.333333,74.714286,51.625,10.6
7251,7250,Dario Vizinger,67,71,181,72,24,Right,66.0,23.0,56.833333,46.333333,67.285714,63.125,12.0
7252,7251,Mateo Gamarra,67,75,180,78,22,Left,53.0,67.5,52.666667,55.666667,65.285714,32.750,9.6
7253,7252,Check Oumar Diakité,67,79,173,63,20,Right,71.5,62.0,66.833333,64.000000,66.857143,49.125,9.8
7254,7253,Jofre Carreras,67,76,175,70,21,Right,73.5,32.5,52.333333,60.000000,69.428571,60.625,11.8
7255,7254,Jhilmar Lora,67,74,176,72,22,Right,63.0,63.5,61.500000,62.000000,72.571429,39.000,9.6
7256,7255,Zito Luvumbo,67,77,171,69,20,Left,70.0,35.5,48.666667,61.000000,64.714286,52.750,8.6
7257,7256,Giannis Konstantelias,67,81,178,65,19,Right,74.0,37.5,56.000000,66.000000,64.000000,58.000,8.6
7258,7257,Braian Aguirre,67,76,174,71,22,Right,61.5,67.0,60.000000,57.666667,68.000000,44.250,11.0
7259,7258,Marco John,67,78,184,73,20,Left,73.5,62.0,58.833333,69.000000,61.714286,54.250,9.4
7260,7259,Fran Supayabe,67,68,176,76,27,Right,64.5,60.5,52.333333,56.666667,67.142857,44.375,11.6
7261,7260,Filip Jörgensen,67,79,189,77,20,Right,12.0,8.0,25.666667,23.333333,43.142857,16.250,68.0
7262,7261,Luka Romero,67,86,165,64,18,Left,70.5,30.5,53.166667,65.000000,68.571429,51.125,11.4
7263,7262,Juan Sforza,67,81,180,76,21,Left,67.0,63.5,63.666667,68.000000,67.714286,56.250,10.8
7264,7263,Ismaël Doukouré,67,81,183,80,19,Right,57.5,69.0,52.666667,50.333333,63.285714,33.375,12.0
7265,7264,Bart Verbruggen,67,78,194,89,20,Right,16.5,15.5,25.500000,25.000000,47.000000,16.625,66.4
7266,7265,Nikola Boranijašević,67,67,182,70,30,Right,66.5,65.0,61.500000,63.666667,71.857143,46.250,9.0
7267,7266,Cleiton Silva,67,67,175,73,36,Right,66.5,17.0,52.833333,60.000000,74.000000,65.125,9.8
7268,7267,Lucas Lund,67,74,195,81,22,Right,20.0,11.0,35.500000,33.333333,40.142857,17.000,66.2
7269,7268,Matteo Di Giusto,67,75,168,65,22,Right,73.0,21.0,50.833333,65.666667,72.285714,59.625,8.6
7270,7269,Sambou Soumano,67,76,182,75,22,Right,71.5,18.5,47.500000,47.333333,61.714286,58.125,9.2
7271,7270,Elias K. Hagen,67,75,188,70,23,Right,67.0,62.0,62.333333,67.333333,65.000000,53.000,9.0
7272,7271,Leo Román,67,79,185,78,22,Right,10.5,12.5,32.166667,17.333333,52.142857,17.250,68.4
7273,7272,Sebastián Prieto,67,67,180,73,29,Left,61.0,65.5,55.833333,58.666667,68.571429,44.000,9.8
7274,7273,Paul Nebel,67,80,169,66,20,Right,73.0,29.5,51.000000,60.666667,69.285714,52.125,9.0
7275,7274,Bilal El Khannouss,67,84,180,70,18,Right,75.5,34.0,49.666667,70.333333,68.857143,49.500,10.6
7276,7275,Rubin Colwill,67,79,193,85,20,Right,69.0,48.5,58.333333,61.333333,65.571429,59.875,10.4
7277,7276,Dickson Abiama,67,74,184,79,24,Right,67.5,15.0,49.166667,39.333333,73.000000,59.250,9.6
7278,7277,Chico,67,68,186,92,27,Right,66.0,32.5,45.500000,46.000000,63.714286,62.750,9.2
7279,7278,Gaspar Campos,67,75,175,73,22,Right,64.5,29.5,57.333333,61.666667,76.142857,64.625,8.6
7280,7279,Shaun Rooney,67,69,191,79,26,Right,65.0,61.0,63.166667,61.666667,76.428571,50.750,11.0
7281,7280,Clemente Montes,67,81,175,76,21,Right,71.0,20.0,51.833333,52.333333,72.142857,52.750,13.8
7282,7281,Giannis Papanikolaou,67,74,182,73,24,Right,68.0,61.0,67.166667,63.000000,73.571429,52.750,10.2
7283,7282,Gabriele Ferrarini,67,74,180,70,22,Right,69.0,72.0,61.500000,57.666667,63.000000,46.000,9.8
7284,7283,Jayden Oosterwolde,67,80,189,74,21,Left,61.5,62.0,53.833333,60.333333,76.714286,40.500,11.4
7285,7284,Martín Calderón,67,75,183,75,24,Right,64.5,67.0,62.666667,66.333333,62.142857,57.750,7.8
7286,7285,Julián Aude,67,82,180,65,19,Left,75.0,64.0,64.000000,64.666667,69.571429,43.500,9.0
7287,7286,Kaan Caliskaner,67,71,192,87,23,Right,69.5,12.0,52.000000,48.333333,67.857143,54.625,8.0
7288,7287,Anthony Musaba,67,77,182,72,22,Right,68.5,22.0,45.833333,55.333333,75.571429,58.375,9.4
7289,7288,Tobias Bech,67,78,189,77,21,Left,69.0,35.0,53.666667,58.666667,70.857143,58.625,11.4
7290,7289,Alan Virginius,67,84,175,65,20,Right,70.5,22.5,47.500000,58.333333,69.285714,51.250,11.8
7291,7290,Richard Ledezma,67,77,174,64,22,Right,71.0,48.5,57.166667,64.666667,64.000000,56.625,11.2
7292,7291,Kasim Rabihic,67,67,179,69,30,Right,66.0,26.0,54.000000,62.333333,72.857143,56.375,10.0
7293,7292,Ricard,67,75,175,68,23,Right,67.0,60.0,52.000000,60.666667,66.285714,54.375,8.8
7294,7293,Franco Saravia,67,72,175,75,23,Right,8.5,13.0,25.666667,21.333333,35.857143,15.750,65.2
7295,7294,Hugo Martínez,67,78,171,72,22,Right,68.5,64.0,59.500000,63.000000,65.000000,48.125,11.4
7296,7295,Naci Ünüvar,67,85,168,63,19,Right,72.5,40.0,54.500000,65.000000,63.285714,57.000,12.0
7297,7296,Jesse Sekidika,67,68,174,68,26,Right,67.5,43.0,52.166667,60.333333,74.285714,54.500,7.8
7298,7297,Jackson Rodríguez,67,72,180,65,24,Left,66.0,63.0,56.166667,61.333333,69.428571,45.625,9.8
7299,7298,Simen Bolkan Nordli,67,75,181,78,23,Right,66.5,49.5,59.666667,65.000000,67.857143,61.125,8.6
7300,7299,Niels Nkounkou,67,76,180,77,22,Left,63.5,59.5,58.000000,62.666667,74.285714,41.875,11.4
7301,7300,Koki Saito,67,78,170,61,21,Right,73.5,27.0,57.333333,59.666667,71.857143,63.625,10.2
7302,7301,Bogdan Milovanov,67,74,178,75,24,Right,60.5,64.5,58.166667,54.666667,70.714286,40.625,10.8
7303,7302,Alkain,67,70,174,69,25,Right,69.0,27.0,48.000000,59.333333,70.571429,54.000,11.2
7304,7303,Francho Serrano,67,80,177,72,21,Right,69.0,59.0,60.666667,67.000000,64.142857,57.500,9.2
7305,7304,Joel Waterman,67,70,185,75,27,Right,53.5,65.0,59.166667,53.000000,54.571429,33.750,9.0
7306,7305,Mohammed Diomande,67,79,183,75,21,Left,71.5,57.5,66.166667,63.333333,75.428571,52.875,9.6
7307,7306,Juande,67,75,185,78,23,Right,49.5,69.5,53.333333,52.666667,63.285714,39.375,8.2
7308,7307,Ismaila Soro,67,73,173,76,24,Right,62.5,66.0,59.833333,61.000000,74.285714,51.500,7.6
7309,7308,Anis Slimane,67,74,188,80,21,Right,69.5,57.5,64.500000,60.666667,70.142857,54.750,10.0
7310,7309,Alex Timossi Andersson,67,78,170,65,22,Right,66.5,31.5,51.000000,61.000000,72.000000,53.750,9.4
7311,7310,José Carabalí,67,71,170,73,25,Left,63.5,61.0,63.166667,59.666667,78.142857,47.000,9.0
7312,7311,Anton Tanghe,67,75,187,70,24,Right,49.5,70.5,54.333333,53.333333,61.714286,34.625,9.4
7313,7312,Nicolás Sosa Sánchez,67,70,177,69,26,Right,57.5,34.5,52.666667,48.333333,71.142857,62.375,10.4
7314,7313,Youssouph Badji,67,78,192,80,21,Right,67.0,19.5,55.666667,47.666667,66.571429,56.875,9.6
7315,7314,Giacomo Quagliata,67,77,177,65,23,Left,62.5,65.5,59.833333,56.000000,72.000000,41.750,9.6
7316,7315,Óscar Clemente,67,76,175,67,23,Left,61.5,45.5,56.833333,69.666667,62.285714,47.750,8.6
7317,7316,Simon Ngapandouetnbu,67,75,186,74,19,Right,16.0,22.5,24.500000,22.333333,37.428571,17.875,67.2
7318,7317,Maik Nawrocki,67,78,191,78,22,Right,53.5,66.0,57.000000,57.333333,69.428571,46.750,10.6
7319,7318,Thibaut Vargas,67,78,175,73,22,Right,63.5,67.0,57.333333,59.000000,69.142857,40.000,7.8
7320,7319,Aidan Morris,67,76,178,72,21,Right,62.0,67.0,63.333333,54.666667,73.000000,50.625,7.8
7321,7320,Oliver Valaker Edvardsen,67,71,175,70,23,Right,65.5,49.0,62.500000,57.000000,85.000000,55.375,9.0
7322,7321,Jean-Pierre Archimbaud,67,68,181,81,28,Left,59.5,63.0,62.333333,57.333333,69.571429,48.000,9.0
7323,7322,Marco Kana,67,78,182,79,20,Right,67.5,67.0,62.000000,67.666667,70.285714,39.750,9.2
7324,7323,Sebastián Lentinelly,67,73,184,81,25,Right,24.0,11.0,31.833333,24.666667,36.142857,16.500,64.8
7325,7324,Mothobi Mvala,67,68,183,82,28,Right,60.0,67.0,60.166667,58.333333,69.142857,39.625,8.8
7326,7325,Alan Rodríguez,67,75,174,70,22,Left,67.0,56.0,55.833333,67.333333,65.142857,50.500,8.8
7327,7326,Marco Burch,67,78,183,75,22,Right,50.0,67.5,55.000000,54.000000,72.428571,41.375,11.4
7328,7327,Eric Kahl,67,74,178,69,21,Left,62.0,60.5,63.166667,62.000000,73.142857,49.375,9.8
7329,7328,Walter Tandazo,67,74,164,68,22,Right,67.0,64.0,63.333333,60.666667,66.142857,55.375,8.2
7330,7329,Eduardo Fereira,67,77,170,65,22,Right,58.5,59.0,52.833333,57.333333,70.142857,52.375,7.4
7331,7330,Murat Paluli,67,67,175,69,28,Right,65.0,65.5,60.500000,62.666667,69.000000,45.125,11.2
7332,7331,Tim Schreiber,67,78,190,87,20,Right,16.5,12.5,29.833333,31.333333,40.285714,15.250,67.0
7333,7332,Malthe Højholt,67,75,182,67,21,Right,66.5,64.5,65.166667,57.333333,65.428571,42.000,9.4
7334,7333,Andrés Ferro,67,74,183,75,22,Right,60.0,66.0,56.833333,58.666667,68.000000,40.750,9.2
7335,7334,Pape Habib Gueye,67,75,188,84,23,Right,63.5,15.5,56.666667,53.333333,73.428571,61.500,10.4
7336,7335,Alfie Doughty,67,75,183,68,23,Left,64.0,59.5,57.500000,63.000000,69.571429,42.750,10.4
7337,7336,Musa Juwara,67,78,170,65,21,Left,72.5,27.0,57.666667,55.000000,67.428571,55.750,9.4
7338,7337,Teden Mengi,67,77,183,78,20,Right,57.5,65.0,58.333333,56.000000,69.857143,42.000,9.0
7339,7338,Lukas Schleimer,67,72,180,73,23,Right,70.0,42.0,54.000000,62.000000,64.714286,53.125,12.4
7340,7339,Elliot Anderson,67,83,179,63,20,Right,72.5,58.0,65.833333,64.333333,74.142857,60.500,8.0
7341,7340,Miguel Jacquet,67,70,179,75,27,Right,50.0,66.0,50.333333,46.000000,63.714286,37.500,8.8
7342,7341,Carlos Arrua,67,72,172,70,25,Right,71.0,70.5,58.666667,59.333333,65.571429,60.375,9.8
7343,7342,Darlin Yongwa,67,77,174,65,22,Left,61.5,65.5,55.166667,60.666667,77.285714,39.875,11.4
7344,7343,Adrian Beck,67,71,185,80,25,Right,64.5,65.0,65.333333,67.666667,61.428571,58.500,10.8
7345,7344,Francisco Ginella,67,74,178,72,24,Right,69.5,57.5,66.333333,59.333333,66.571429,46.500,8.4
7346,7345,Ebrima Colley,67,75,182,75,23,Right,71.5,23.0,49.833333,55.000000,67.000000,63.750,7.2
7347,7346,Claudio Nuñez,67,69,180,78,27,Right,58.5,71.0,55.000000,55.666667,62.000000,36.500,8.2
7348,7347,Massimo Bertagnoli,67,74,178,69,24,Right,68.0,62.5,62.000000,66.333333,66.000000,54.000,12.2
7349,7348,Yann Gboho,67,76,178,64,22,Right,73.5,35.0,55.666667,62.000000,67.571429,58.000,11.2
7350,7349,Rodrigo Bogarín,67,70,178,78,25,Right,68.5,18.0,55.166667,64.000000,65.714286,53.750,11.2
7351,7350,Maurice Malone,67,74,187,87,22,Left,67.5,28.5,54.666667,60.333333,66.714286,59.375,12.6
7352,7351,Nikola Šipčić,67,70,192,87,27,Right,59.0,61.0,59.666667,51.333333,69.714286,40.250,10.2
7353,7352,Feliciano Brizuela,67,68,175,75,26,Right,65.5,28.0,53.666667,61.333333,73.428571,56.250,11.4
7354,7353,Ștefan Baiaram,67,79,185,70,20,Right,67.0,29.5,55.166667,61.333333,72.142857,50.625,7.6
7355,7354,Riki,67,72,175,70,25,Right,67.5,58.5,63.833333,65.000000,65.714286,60.875,8.6
7356,7355,Joan Femenías,67,72,183,79,26,Right,10.5,13.5,30.833333,18.333333,41.000000,14.750,63.8
7357,7356,Hianga'a Mbock,67,76,186,82,23,Right,71.0,63.5,61.333333,63.333333,62.857143,54.625,9.2
7358,7357,Thomas Van Den Keybus,67,78,180,65,21,Right,70.5,67.0,62.000000,66.000000,68.285714,50.125,7.8
